# Source File: event_5672563_fa2a52e3-2d82-455d-8ff3-dbdb28f453da.gsdata
# Data Type:   GS Data
# Record Count: 2100
# Format: dateTime (epoch ms), dateTime (UTC ISO), x, y, z
dateTime,dateTimeISO,x,y,z
1787485583270,2026-08-23T11:46:23.270Z,7,13,989
1787485583280,2026-08-23T11:46:23.280Z,111,-32,1118
1787485583290,2026-08-23T11:46:23.290Z,51,-101,1025
1787485583300,2026-08-23T11:46:23.300Z,-38,-86,1017
1787485583310,2026-08-23T11:46:23.310Z,-160,-53,911
1787485583320,2026-08-23T11:46:23.320Z,84,-20,985
1787485583330,2026-08-23T11:46:23.330Z,-84,0,961
1787485583340,2026-08-23T11:46:23.340Z,132,9,1196
1787485583350,2026-08-23T11:46:23.350Z,46,-24,1119
1787485583360,2026-08-23T11:46:23.360Z,205,-64,1036
1787485583370,2026-08-23T11:46:23.370Z,21,-69,1002
1787485583380,2026-08-23T11:46:23.380Z,306,-50,1054
1787485583390,2026-08-23T11:46:23.390Z,181,16,968
1787485583400,2026-08-23T11:46:23.400Z,117,13,875
1787485583410,2026-08-23T11:46:23.410Z,2,10,969
1787485583420,2026-08-23T11:46:23.420Z,295,-6,1113
1787485583430,2026-08-23T11:46:23.430Z,383,-8,1129
1787485583440,2026-08-23T11:46:23.440Z,-134,-59,786
1787485583450,2026-08-23T11:46:23.450Z,193,-45,924
1787485583460,2026-08-23T11:46:23.460Z,64,-28,901
1787485583470,2026-08-23T11:46:23.470Z,178,-19,965
1787485583480,2026-08-23T11:46:23.480Z,-35,-24,893
1787485583490,2026-08-23T11:46:23.490Z,233,-14,1112
1787485583500,2026-08-23T11:46:23.500Z,88,-76,983
1787485583510,2026-08-23T11:46:23.510Z,140,-64,855
1787485583520,2026-08-23T11:46:23.520Z,-23,-84,781
1787485583530,2026-08-23T11:46:23.530Z,128,-54,1039
1787485583540,2026-08-23T11:46:23.540Z,144,-32,1090
1787485583550,2026-08-23T11:46:23.550Z,181,-18,1005
1787485583560,2026-08-23T11:46:23.560Z,6,-14,984
1787485583570,2026-08-23T11:46:23.570Z,15,20,1072
1787485583580,2026-08-23T11:46:23.580Z,-90,12,1053
1787485583590,2026-08-23T11:46:23.590Z,66,-24,984
1787485583600,2026-08-23T11:46:23.600Z,-179,-36,1009
1787485583610,2026-08-23T11:46:23.610Z,325,-37,1182
1787485583620,2026-08-23T11:46:23.620Z,197,15,1222
1787485583630,2026-08-23T11:46:23.630Z,149,-6,1003
1787485583640,2026-08-23T11:46:23.640Z,-100,10,930
1787485583650,2026-08-23T11:46:23.650Z,185,29,996
1787485583660,2026-08-23T11:46:23.660Z,332,3,1237
1787485583670,2026-08-23T11:46:23.670Z,-322,-42,904
1787485583680,2026-08-23T11:46:23.680Z,264,-52,1259
1787485583690,2026-08-23T11:46:23.690Z,-89,-92,1045
1787485583700,2026-08-23T11:46:23.700Z,155,-36,1114
1787485583710,2026-08-23T11:46:23.710Z,-187,-61,900
1787485583720,2026-08-23T11:46:23.720Z,385,-56,1146
1787485583730,2026-08-23T11:46:23.730Z,-200,-54,851
1787485583740,2026-08-23T11:46:23.740Z,78,79,1095
1787485583750,2026-08-23T11:46:23.750Z,34,72,1005
1787485583760,2026-08-23T11:46:23.760Z,84,53,1149
1787485583770,2026-08-23T11:46:23.770Z,112,40,1030
1787485583780,2026-08-23T11:46:23.780Z,96,-54,951
1787485583790,2026-08-23T11:46:23.790Z,-49,-67,919
1787485583800,2026-08-23T11:46:23.800Z,254,-60,1068
1787485583810,2026-08-23T11:46:23.810Z,114,-109,997
1787485583820,2026-08-23T11:46:23.820Z,219,-27,930
1787485583830,2026-08-23T11:46:23.830Z,-103,39,867
1787485583840,2026-08-23T11:46:23.840Z,266,65,927
1787485583850,2026-08-23T11:46:23.850Z,123,25,992
1787485583860,2026-08-23T11:46:23.860Z,27,-47,899
1787485583870,2026-08-23T11:46:23.870Z,-30,-65,979
1787485583880,2026-08-23T11:46:23.880Z,386,-89,1079
1787485583890,2026-08-23T11:46:23.890Z,436,-113,1116
1787485583900,2026-08-23T11:46:23.900Z,-162,-39,844
1787485583910,2026-08-23T11:46:23.910Z,272,9,998
1787485583920,2026-08-23T11:46:23.920Z,-62,5,902
1787485583930,2026-08-23T11:46:23.930Z,155,33,1025
1787485583940,2026-08-23T11:46:23.940Z,-169,48,909
1787485583950,2026-08-23T11:46:23.950Z,272,5,1007
1787485583960,2026-08-23T11:46:23.960Z,-216,11,795
1787485583970,2026-08-23T11:46:23.970Z,-35,-54,951
1787485583980,2026-08-23T11:46:23.980Z,299,-39,1046
1787485583990,2026-08-23T11:46:23.990Z,147,-67,982
1787485584000,2026-08-23T11:46:24.000Z,213,19,1005
1787485584010,2026-08-23T11:46:24.010Z,22,28,949
1787485584020,2026-08-23T11:46:24.020Z,128,21,900
1787485584030,2026-08-23T11:46:24.030Z,-68,0,843
1787485584040,2026-08-23T11:46:24.040Z,31,-23,837
1787485584050,2026-08-23T11:46:24.050Z,87,-64,947
1787485584060,2026-08-23T11:46:24.060Z,92,-87,946
1787485584070,2026-08-23T11:46:24.070Z,178,-34,1095
1787485584080,2026-08-23T11:46:24.080Z,140,-40,1021
1787485584090,2026-08-23T11:46:24.090Z,223,96,1107
1787485584100,2026-08-23T11:46:24.100Z,-109,55,929
1787485584110,2026-08-23T11:46:24.110Z,198,48,1008
1787485584120,2026-08-23T11:46:24.120Z,-186,28,832
1787485584130,2026-08-23T11:46:24.130Z,-8,-42,999
1787485584140,2026-08-23T11:46:24.140Z,-16,-39,1054
1787485584150,2026-08-23T11:46:24.150Z,208,-59,1129
1787485584160,2026-08-23T11:46:24.160Z,-168,-58,970
1787485584170,2026-08-23T11:46:24.170Z,-184,7,975
1787485584180,2026-08-23T11:46:24.180Z,217,32,1132
1787485584190,2026-08-23T11:46:24.190Z,55,35,1005
1787485584200,2026-08-23T11:46:24.200Z,-55,3,978
1787485584210,2026-08-23T11:46:24.210Z,69,24,1062
1787485584220,2026-08-23T11:46:24.220Z,-44,-20,1006
1787485584230,2026-08-23T11:46:24.230Z,97,-19,1051
1787485584240,2026-08-23T11:46:24.240Z,8,-52,1052
1787485584250,2026-08-23T11:46:24.250Z,34,-32,1011
1787485584260,2026-08-23T11:46:24.260Z,-47,18,1032
1787485584270,2026-08-23T11:46:24.270Z,223,22,1049
1787485584280,2026-08-23T11:46:24.280Z,186,22,1066
1787485584290,2026-08-23T11:46:24.290Z,-103,32,932
1787485584300,2026-08-23T11:46:24.300Z,80,40,1034
1787485584310,2026-08-23T11:46:24.310Z,95,15,985
1787485584320,2026-08-23T11:46:24.320Z,242,12,1036
1787485584330,2026-08-23T11:46:24.330Z,-152,48,920
1787485584340,2026-08-23T11:46:24.340Z,294,23,996
1787485584350,2026-08-23T11:46:24.350Z,-135,14,822
1787485584360,2026-08-23T11:46:24.360Z,-4,-45,854
1787485584370,2026-08-23T11:46:24.370Z,102,-11,856
1787485584380,2026-08-23T11:46:24.380Z,102,-11,856
1787485584390,2026-08-23T11:46:24.390Z,24,21,984
1787485584400,2026-08-23T11:46:24.400Z,-190,33,891
1787485584410,2026-08-23T11:46:24.410Z,332,41,1038
