# Source File: event_3813702_da880469-2471-45c2-ae44-d1251e636076.gsdata
# Data Type:   GS Data
# Record Count: 2100
# Format: dateTime (epoch ms), dateTime (UTC ISO), x, y, z
dateTime,dateTimeISO,x,y,z
1785331294610,2026-07-29T13:21:34.610Z,36,-178,882
1785331294620,2026-07-29T13:21:34.620Z,-85,-196,892
1785331294630,2026-07-29T13:21:34.630Z,-19,-146,960
1785331294640,2026-07-29T13:21:34.640Z,-115,-83,933
1785331294650,2026-07-29T13:21:34.650Z,-116,-82,993
1785331294660,2026-07-29T13:21:34.660Z,309,-88,1176
1785331294670,2026-07-29T13:21:34.670Z,-170,-119,902
1785331294680,2026-07-29T13:21:34.680Z,20,-124,1006
1785331294690,2026-07-29T13:21:34.690Z,-190,-70,702
1785331294700,2026-07-29T13:21:34.700Z,-41,-79,876
1785331294710,2026-07-29T13:21:34.710Z,54,-64,918
1785331294720,2026-07-29T13:21:34.720Z,118,-55,1017
1785331294730,2026-07-29T13:21:34.730Z,49,-99,955
1785331294740,2026-07-29T13:21:34.740Z,-40,-96,889
1785331294750,2026-07-29T13:21:34.750Z,-64,-127,855
1785331294760,2026-07-29T13:21:34.760Z,-71,-129,925
1785331294770,2026-07-29T13:21:34.770Z,-131,-120,1018
1785331294780,2026-07-29T13:21:34.780Z,141,-73,1283
1785331294790,2026-07-29T13:21:34.790Z,-217,-103,1045
1785331294800,2026-07-29T13:21:34.800Z,10,-89,1041
1785331294810,2026-07-29T13:21:34.810Z,-37,-100,903
1785331294820,2026-07-29T13:21:34.820Z,184,-76,997
1785331294830,2026-07-29T13:21:34.830Z,184,-76,997
1785331294840,2026-07-29T13:21:34.840Z,-32,-67,1034
1785331294850,2026-07-29T13:21:34.850Z,-295,-46,1097
1785331294860,2026-07-29T13:21:34.860Z,38,-58,1337
1785331294870,2026-07-29T13:21:34.870Z,-54,-109,1055
1785331294880,2026-07-29T13:21:34.880Z,-194,-110,866
1785331294890,2026-07-29T13:21:34.890Z,-62,-135,897
1785331294900,2026-07-29T13:21:34.900Z,-366,-146,744
1785331294910,2026-07-29T13:21:34.910Z,-177,-170,878
1785331294920,2026-07-29T13:21:34.920Z,-105,-130,993
1785331294930,2026-07-29T13:21:34.930Z,11,-115,1142
1785331294940,2026-07-29T13:21:34.940Z,151,-125,1146
1785331294950,2026-07-29T13:21:34.950Z,-66,-83,877
1785331294960,2026-07-29T13:21:34.960Z,-130,-55,771
1785331294970,2026-07-29T13:21:34.970Z,-59,-18,776
1785331294980,2026-07-29T13:21:34.980Z,-48,-36,905
1785331294990,2026-07-29T13:21:34.990Z,-25,-152,1053
1785331295000,2026-07-29T13:21:35.000Z,-25,-152,1053
1785331295010,2026-07-29T13:21:35.010Z,0,-200,962
1785331295020,2026-07-29T13:21:35.020Z,-92,-240,843
